1572277523 0 2 0 0 0
1572282705 2072 2 0 0 0
1572465925 2300 2 0 0 0
1572500111 2306 2 0 0 0
1572503168 2311 2 0 0 0
1572732626 15848 2 0 0 0
1572820459 15913 2 0 0 0
1572884305 40915 2 0 0 0
1572905515 42615 2 0 0 0
1572943883 42619 2 0 0 0
1573015051 42649 2 0 0 0
1573221615 43679 2 0 0 0
1573222334 43682 2 0 0 0
1573349140 44444 2 0 0 0
1574098906 44875 2 0 0 0
1574101761 44891 2 0 0 0
1574569295 44943 2 0 0 0
1574644203 44982 2 0 0 0
1574644305 45341 2 0 0 0
1574645489 45346 2 0 0 0
1575013222 45346 27 0 0 0
1575035284 45346 88 0 0 0
1575051570 45346 127 0 0 0
1575122091 45346 199 0 0 0
1575125103 45346 228 0 0 0
1575141700 45346 255 0 0 0
1575144633 45346 377 0 0 0
1575437283 45354 377 0 0 0
1575942459 45423 377 0 0 0
1576090082 45434 377 0 0 0
1576100767 45447 377 0 0 0
1576103146 45528 377 0 0 0
1576249076 45566 377 0 0 0
1576316519 45597 377 0 0 0
1576326438 45615 377 0 0 0
1576334454 45725 377 0 0 0
1576335518 45727 377 0 0 0
1576346077 45730 377 0 0 0
1576439470 59825 377 0 0 0
1576441333 59877 377 0 0 0
1576446858 63284 377 0 0 0
1576449050 63454 377 0 0 0
1576449587 63460 377 0 0 0
1576450485 63463 377 0 0 0
1576486466 63467 377 0 0 0
1576507693 63475 377 0 0 0
1576838770 63489 377 0 0 0
1576846427 63521 377 0 0 0
1576848099 63530 377 0 0 0
1576850361 76040 377 0 0 0
1576850997 76041 377 0 0 0
1576851752 76056 377 0 0 0
1576851864 76061 377 0 0 0
1576854107 76126 377 0 0 0
1576873576 76206 377 0 0 0
1576961428 76215 377 0 0 0
1577251831 76259 377 0 0 0
1577547016 76366 377 0 0 0
1577549848 76386 377 0 0 0
1577554451 76401 377 0 0 0
1577567199 76446 377 0 0 0
1577567765 76450 377 0 0 0
1577610601 76548 377 0 0 0
1577625229 76694 377 0 0 0
1577639235 76772 377 0 0 0
1577639269 76790 377 0 0 0
1577640042 76790 377 0 0 0
1577640412 76791 377 0 0 0
1577640492 76791 377 0 0 0
1577641181 76791 377 0 0 0
1577641220 76807 377 0 0 0
1577641972 76807 377 0 0 0
1577641981 76807 377 0 0 0
1577644154 76817 377 0 0 0
1577644765 76818 377 0 0 0
1577648865 76819 377 0 0 0
1577649008 76821 377 0 0 0
1577649632 76825 377 0 0 0
1577651400 76825 379 0 0 0
1577651427 76825 380 0 0 0
1577652452 76828 380 0 0 0
1577653906 76828 380 0 0 0
1577654261 76829 380 0 0 0
1577654387 76831 380 0 0 0
1577656414 76831 385 0 0 0
1577814052 76831 385 0 0 0
1577819777 76921 385 0 0 0
1577889188 76977 385 0 0 0
1577896148 77040 385 0 0 0
1577900369 77047 385 0 0 0
1577900889 77048 385 0 0 0
1577902042 77067 385 0 0 0
1577908011 77068 385 0 0 0
1577947530 77121 385 0 0 0
1578418354 77279 385 0 0 0
1578429022 77374 385 0 0 0
1578429367 77377 385 0 0 0
1578516676 77377 385 0 0 0
1578517555 77381 385 0 0 0
1578549084 77383 385 0 0 0
1578631304 77383 389 0 0 0
1578632139 77383 390 0 0 0
1578632369 77383 394 0 0 0
1579474113 77383 396 0 0 0
1579500061 77385 396 0 0 0
1579525898 77385 398 0 0 0
1579653651 77441 398 0 0 0
1579662301 77542 398 0 0 0
1579662807 77553 398 0 0 0
1579667411 77688 398 0 0 0
1579671992 77694 398 0 0 0
1579759938 77712 398 0 0 0
1579838093 77785 398 0 0 0
1579839581 77799 398 0 0 0
1579842452 77801 398 0 0 0
1579848690 77876 398 0 0 0
1579849241 77878 398 0 0 0
1579932944 77898 398 0 0 0
1580079187 78441 398 0 0 0
1580079573 78446 408 0 0 0
1580082175 78446 408 0 0 0
1580281612 78455 408 0 0 0
1580281618 78455 408 0 0 0
1580282965 78456 408 0 0 0
1580283938 78456 408 0 0 0
1580681590 78645 408 0 0 0
1580907321 78672 408 0 0 0
1580912535 78672 408 0 0 0
1581036649 78676 408 0 0 0
1581261145 78677 408 0 0 0
1581276199 78980 408 0 0 0
1581278790 79011 408 0 0 0
1581287386 79077 408 0 0 0
1581711913 79123 408 0 0 0
1581713902 79139 408 0 0 0
1581854901 79145 408 0 0 0
1581854921 79174 408 0 0 0
1581854952 79279 408 0 0 0
1581875409 79424 408 0 0 0
1581879170 79475 408 0 0 0
1581881077 79553 408 0 0 0
1581881251 79553 408 0 0 0
1582298754 79554 408 0 0 0
1582317916 79773 408 0 0 0
1582404499 80069 408 0 0 0
1582486285 80949 408 0 0 0
1582528547 80949 408 0 0 0
1582530075 80953 408 0 0 0
1582577229 81036 408 0 0 0
1582749910 81036 4220 0 0 0
1583014192 81036 4333 0 0 0
1583073634 81200 4333 0 0 0
1583115864 84381 4333 0 0 0
1583115981 84381 4333 0 0 0
1583117924 103060 4333 0 0 0
1583291516 103069 4333 0 0 0
1583308247 103076 4333 0 0 0
1583695665 103135 4333 0 0 0
1583697270 103164 4333 0 0 0
1583708186 110010 4333 0 0 0
1584215228 110175 4333 0 0 0
1584487420 110374 4333 0 0 0
1584759612 110429 4333 0 0 0
1584762137 110467 4333 0 0 0
1584804399 110554 4333 0 0 0
1586251399 110583 4333 0 0 0
1586251843 110583 4333 0 0 0
1586960605 112034 4333 0 0 0
1587317674 112103 4333 0 0 0
1587527679 112103 4333 0 0 1
1587607301 112103 4333 6243 0 1
1587612511 112103 4333 6243 0 1
1587613037 112103 4333 6243 0 2
1587614407 112103 4333 6243 0 2
1588338402 112103 4333 6248 0 2
1588696367 112103 4333 6343 0 2
1588696380 112103 4333 6343 0 2
1588787835 112103 4333 6343 0 2
1588796135 112103 4333 6580 0 2
1588945578 112103 4333 6658 0 2
1588945921 112103 4333 6658 0 2
1589052196 112103 4333 6658 482 2
1589306890 112103 4333 12947 482 2
1589393770 112103 4333 12947 482 2
1589415247 112103 4333 12947 494 2
1589427498 112103 4333 12947 530 2
1589428556 112103 4333 12947 533 2
1589662026 112103 4333 12977 533 2
1589684293 112103 4333 13093 533 2
1590000943 112103 4333 13093 546 2
1590348638 112103 4333 13093 550 2
1590484861 112103 4333 13093 566 2
